year,company,car_name,km_driven,fuel_type,transmission,price,location
2021,KIA,SELTOS HTX PLUS 1.5 DIESEL,39132,Diesel,Manual,₹15.59 Lakh,Bangalore
2020,Hyundai,VENUE S 1.2,17800,Petrol,Manual,₹7.32 Lakh,Bangalore
2021,Hyundai,NEW SANTRO SPORTZ MT,23972,Petrol,Manual,₹5.66 Lakh,Bangalore
2020,Hyundai,GRAND I10 NIOS MAGNA 1.2 KAPPA VTVT,21438,Petrol,Manual,₹5.99 Lakh,Bangalore
2012,Toyota,Etios Liva GD,115572,Diesel,Manual,₹3.83 Lakh,Bangalore
2023,KIA,SONET X LINE 1.0 DCT,5703,Petrol,Automatic,₹15.18 Lakh,Bangalore
2021,Renault,Kwid RXL 1.0 AMT,10015,Petrol,Automatic,₹4.62 Lakh,Bangalore
2019,Tata,Tiago XZA PLUS PETROL,16943,Petrol,Automatic,₹6.37 Lakh,Bangalore
2023,Mahindra,XUV700 AX 3 P AT 5 STR,16638,Petrol,Automatic,₹19.27 Lakh,Bangalore
2020,Tata,ALTROZ XZ PETROL,11336,Petrol,Manual,₹7.77 Lakh,Bangalore
2018,Datsun,Redi Go S 1.0,35098,Petrol,Manual,₹3.25 Lakh,Bangalore
2022,KIA,SELTOS GTX (O) 1.4,8827,Petrol,Manual,₹17.59 Lakh,Bangalore
2015,Honda,City 1.5L I-VTEC SV,89537,Petrol,Manual,₹5.52 Lakh,Bangalore
2023,Mahindra,XUV300 W6 1.2 PETROL,10190,Petrol,Manual,₹10.35 Lakh,Bangalore
2021,KIA,SELTOS GTX (O) 1.4 PETROL,37815,Petrol,Manual,₹14.31 Lakh,Bangalore
2021,Tata,TIGOR XZ PLUS PETROL,53454,Petrol,Manual,₹6.73 Lakh,Bangalore
2015,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,60260,Petrol,Manual,₹4.43 Lakh,Bangalore
2018,Maruti,Ciaz DELTA 1.5 SHVS MT PETROL,30948,Petrol,Manual,₹7.62 Lakh,Bangalore
2016,Hyundai,i20 Active 1.2 S,55034,Petrol,Manual,₹6.04 Lakh,Bangalore
2012,Maruti,Swift VXI,97699,Petrol,Manual,₹4.13 Lakh,Bangalore
2012,Maruti,Alto K10 VXI,35084,Petrol,Manual,₹2.57 Lakh,Bangalore
2017,Maruti,Baleno DELTA CVT PETROL 1.2,74601,Petrol,Automatic,₹6.56 Lakh,Bangalore
2017,Maruti,IGNIS ZETA 1.2,79722,Petrol,Manual,₹4.86 Lakh,Bangalore
2019,Hyundai,Creta SX (O) 1.6 PETROL,60704,Petrol,Manual,₹10.81 Lakh,Bangalore
2014,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,12047,Petrol,Automatic,₹4.86 Lakh,Bangalore
2018,Maruti,Ertiga ZDI + SHVS,69668,Diesel,Manual,₹10.05 Lakh,Bangalore
2020,Maruti,Vitara Brezza ZXI PLUS AT SHVS,50421,Petrol,Automatic,₹9.72 Lakh,Bangalore
2022,Maruti,XL6 ZETA MT,59304,Petrol,Manual,₹10.69 Lakh,Bangalore
2019,Hyundai,VENUE SX 1.0 (O) TURBO,34996,Petrol,Manual,₹9.57 Lakh,Bangalore
2017,Maruti,Baleno ALPHA PETROL 1.2,57040,Petrol,Manual,₹6.84 Lakh,Bangalore
2016,Maruti,Celerio VXI AMT (O),62447,Petrol,Automatic,₹4.54 Lakh,Bangalore
2023,Renault,Kwid RXT 1.0 AMT,1343,Petrol,Automatic,₹6.34 Lakh,Bangalore
2022,KIA,SELTOS X LINE 1.5 DIESEL AT,43707,Diesel,Automatic,₹17.87 Lakh,Bangalore
2017,Hyundai,Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,34496,Petrol,Manual,₹5.28 Lakh,Bangalore
2019,KIA,SELTOS HTK PLUS 1.5,47181,Petrol,Manual,₹9.71 Lakh,Bangalore
2019,Tata,Tiago XZA PETROL,35928,Petrol,Automatic,₹5.20 Lakh,Bangalore
2019,Datsun,Redi Go A,66264,Petrol,Manual,₹2.65 Lakh,Bangalore
2014,Hyundai,Xcent S 1.2,67606,Petrol,Manual,₹4.12 Lakh,Bangalore
2021,Hyundai,NEW I20 ASTA (O) 1.2 MT,30376,Petrol,Manual,₹8.12 Lakh,Bangalore
2018,Mahindra,XUV500 W11,63416,Diesel,Manual,₹14.01 Lakh,Bangalore
2021,Hyundai,Creta SX (O) 1.4 TURBO DCT DUAL TONE,21027,Petrol,Automatic,₹17.25 Lakh,Bangalore
2016,Maruti,Celerio VXI,77319,Petrol,Manual,₹4.14 Lakh,Bangalore
2016,Hyundai,Elite i20 ASTA 1.4 CRDI (O),86715,Diesel,Manual,₹7.19 Lakh,Bangalore
2020,Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,27754,Petrol,Automatic,₹7.04 Lakh,Bangalore
2015,Hyundai,Xcent S 1.2,69271,Petrol,Manual,₹4.19 Lakh,Bangalore
2018,Skoda,Rapid AMBITION 1.6 MPI AT,18349,Petrol,Automatic,₹8.46 Lakh,Bangalore
2021,Honda,Jazz 1.2L I-VTEC VX CVT,42493,Petrol,Automatic,₹8.93 Lakh,Bangalore
2017,Renault,Kwid RXT 1.0 AMT (O),46878,Petrol,Automatic,₹3.78 Lakh,Bangalore
2018,Ford,FREESTYLE TITANIUM PLUS 1.2 PETROL,66103,Petrol,Manual,₹5.38 Lakh,Bangalore
2015,Maruti,Celerio VXI AMT,33709,Petrol,Automatic,₹4.16 Lakh,Bangalore
2018,Maruti,Celerio VXI AMT,40683,Petrol,Automatic,₹4.97 Lakh,Bangalore
2013,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,98718,Petrol,Manual,₹3.80 Lakh,Bangalore
2014,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,40479,Petrol,Manual,₹4.25 Lakh,Bangalore
2021,Maruti,Baleno DELTA PETROL 1.2,19053,Petrol,Manual,₹7.07 Lakh,Bangalore
2015,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,80575,Petrol,Automatic,₹4.58 Lakh,Bangalore
2019,Maruti,Baleno DELTA PETROL 1.2,24160,Petrol,Manual,₹6.99 Lakh,Bangalore
2021,Tata,NEXON XZ PLUS (O) PETROL,19430,Petrol,Manual,₹10.33 Lakh,Bangalore
2015,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,50784,Petrol,Manual,₹5.21 Lakh,Bangalore
2018,Maruti,Ciaz ZETA 1.4 AT PETROL,50334,Petrol,Automatic,₹7.65 Lakh,Bangalore
2013,Hyundai,i10 SPORTZ 1.2,55303,Petrol,Manual,₹3.49 Lakh,Bangalore
2018,Maruti,Ciaz DELTA 1.5 SHVS MT PETROL,42483,Petrol,Manual,₹7.50 Lakh,Bangalore
2018,Maruti,Baleno ALPHA DIESEL 1.3,82882,Diesel,Manual,₹7.22 Lakh,Bangalore
2019,Maruti,Ciaz ALPHA AT 1.5 SHVS PETROL,41774,Petrol,Automatic,₹9.17 Lakh,Bangalore
2017,Renault,Duster 110 PS RXL 4X2 AMT,60774,Diesel,Automatic,₹8.54 Lakh,Bangalore
2019,Hyundai,Elite i20 ASTA (O) CVT,23570,Petrol,Automatic,₹7.92 Lakh,Bangalore
2023,Maruti,New Wagon-R VXI 1.0 AMT,8230,Petrol,Automatic,₹7.52 Lakh,Bangalore
2019,Honda,Amaze 1.2L I-VTEC VX,25138,Petrol,Manual,₹7.80 Lakh,Bangalore
2016,Maruti,Swift ZXI,74061,Petrol,Manual,₹5.70 Lakh,Bangalore
2022,Tata,NEXON XZA PLUS KAZIRANGA PETROL,28971,Petrol,Automatic,₹12.19 Lakh,Bangalore
2022,Tata,PUNCH CREATIVE 1.2 AMT KAZIRANGA EDITION,15486,Petrol,Automatic,₹9.14 Lakh,Bangalore
2021,Hyundai,GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,30588,Petrol,Automatic,₹7.45 Lakh,Bangalore
2014,Volkswagen,Polo HIGHLINE1.2L,46556,Petrol,Manual,₹4.98 Lakh,Bangalore
2017,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,69760,Petrol,Manual,₹4.53 Lakh,Bangalore
2019,KIA,SELTOS GTX PLUS DCT 1.4 PETROL,60467,Petrol,Automatic,₹13.95 Lakh,Bangalore
2020,KIA,SELTOS GTX PLUS 1.4 PETROL,44842,Petrol,Manual,₹11.85 Lakh,Bangalore
2017,Honda,WR-V 1.5L I-DTEC VX MT,32067,Diesel,Manual,₹7.99 Lakh,Bangalore
2016,Maruti,Celerio VXI AMT,63730,Petrol,Automatic,₹4.37 Lakh,Bangalore
2017,Nissan,Micra Active XV,50268,Petrol,Manual,₹4.37 Lakh,Bangalore
2021,Maruti,Alto VXI,22625,Petrol,Manual,₹3.98 Lakh,Bangalore
2016,Volkswagen,Vento HIGHLINE PETROL AT,57895,Petrol,Automatic,₹7.70 Lakh,Bangalore
2015,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,39916,Petrol,Manual,₹4.72 Lakh,Bangalore
2016,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,24183,Petrol,Manual,₹5.82 Lakh,Bangalore
2018,Honda,City 1.5L I-VTEC VX,30539,Petrol,Manual,₹8.61 Lakh,Bangalore
2016,Maruti,Swift VXI,70649,Petrol,Manual,₹5.95 Lakh,Bangalore
2020,Mahindra,XUV500 W7,18556,Diesel,Manual,₹14.45 Lakh,Bangalore
2020,Hyundai,Verna SX (O) 1.5 CRDI,60943,Diesel,Manual,₹12.88 Lakh,Bangalore
2021,KIA,SONET GTX PLUS 1.0 DCT DUAL TONE,32031,Petrol,Automatic,₹12.92 Lakh,Bangalore
2019,Maruti,Ciaz ALPHA AT 1.5 SHVS PETROL,29041,Petrol,Automatic,₹9.25 Lakh,Bangalore
2016,Ford,Ecosport TITANIUM 1.5L PETROL,21762,Petrol,Manual,₹6.61 Lakh,Bangalore
2016,Maruti,Ciaz ZXI+,68828,Petrol,Manual,₹6.80 Lakh,Bangalore
2019,Honda,City 1.5L I-VTEC VX CVT,34447,Petrol,Automatic,₹11.40 Lakh,Bangalore
2016,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,23731,Petrol,Manual,₹5.59 Lakh,Bangalore
2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,70403,Petrol,Manual,₹4.41 Lakh,Bangalore
2023,Tata,ALTROZ XZA PLUS,5198,Petrol,Automatic,₹8.99 Lakh,Bangalore
2014,Maruti,Swift Dzire VXI,61615,Petrol,Manual,₹4.82 Lakh,Bangalore
2023,KIA,CARENS PRESTIGE 1.4 PETROL 7 STR,10235,Petrol,Manual,₹13.63 Lakh,Bangalore
2013,Maruti,Alto K10 VXI,24202,Petrol,Manual,₹3.03 Lakh,Bangalore
2021,Maruti,Celerio ZXI PLUS AGS,25548,Petrol,Automatic,₹6.70 Lakh,Bangalore
2017,Hyundai,i20 Active 1.4 SX,39981,Diesel,Manual,₹7.79 Lakh,Bangalore
2017,Tata,Tiago XT PETROL,60536,Petrol,Manual,₹4.50 Lakh,Bangalore
2018,Maruti,Swift VXI,37330,Petrol,Manual,₹5.77 Lakh,Bangalore
2018,Maruti,Baleno ALPHA CVT PETROL 1.2,26277,Petrol,Automatic,₹7.14 Lakh,Bangalore
2021,Maruti,IGNIS ALPHA 1.2 AMT,29003,Petrol,Automatic,₹8.03 Lakh,Bangalore
2017,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,27218,Petrol,Manual,₹4.77 Lakh,Bangalore
2021,Hyundai,VENUE SX 1.0 TURBO IMT,16920,Petrol,Manual,₹9.77 Lakh,Bangalore
2015,Honda,Brio S MT,70257,Petrol,Manual,₹3.70 Lakh,Bangalore
2019,Toyota,Glanza G,53435,Petrol,Manual,₹6.88 Lakh,Bangalore
2014,Hyundai,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,61541,Petrol,Automatic,₹4.29 Lakh,Bangalore
2017,Maruti,Swift ZXI,51421,Petrol,Manual,₹6.41 Lakh,Bangalore
2021,Maruti,Baleno DELTA PETROL 1.2,17079,Petrol,Manual,₹7.15 Lakh,Bangalore
2015,Maruti,Swift Dzire ZXI,30728,Petrol,Manual,₹5.80 Lakh,Bangalore
2014,Volkswagen,Vento HIGHLINE 1.6 MPI,52389,Petrol,Manual,₹4.86 Lakh,Bangalore
2017,Honda,Amaze 1.2L I-VTEC SX,47200,Petrol,Manual,₹5.70 Lakh,Bangalore
2014,Maruti,Celerio VXI AMT,71320,Petrol,Automatic,₹3.72 Lakh,Bangalore
2013,Hyundai,i10 SPORTZ 1.2,46079,Petrol,Manual,₹4.08 Lakh,Bangalore
2018,Ford,Ecosport TREND 1.5L DIESEL,47693,Diesel,Manual,₹7.98 Lakh,Bangalore
2015,Maruti,Baleno DELTA DIESEL 1.3,63916,Diesel,Manual,₹6.37 Lakh,Bangalore
2020,Tata,TIGOR XZ PLUS PETROL,27603,Petrol,Manual,₹6.65 Lakh,Bangalore
2013,Honda,Brio EX MT,55685,Petrol,Manual,₹3.10 Lakh,Bangalore
2021,KIA,SELTOS GTX PLUS AT 1.5 DIESEL,17276,Diesel,Automatic,₹16.61 Lakh,Bangalore
2019,Maruti,New Wagon-R VXI 1.2 AMT,13515,Petrol,Automatic,₹5.91 Lakh,Bangalore
2016,Maruti,Celerio ZXI AMT,51729,Petrol,Automatic,₹4.97 Lakh,Bangalore
2016,Maruti,Swift VXI,43756,Petrol,Manual,₹6.15 Lakh,Bangalore
2017,Honda,City 1.5L I-VTEC VX CVT,39311,Petrol,Automatic,₹9.00 Lakh,Bangalore
2019,KIA,SELTOS HTX PLUS 1.5 DIESEL,24108,Diesel,Manual,₹14.07 Lakh,Bangalore
2016,Ford,Ecosport TREND+ 1.5L DIESEL,52176,Diesel,Manual,₹6.39 Lakh,Bangalore
2014,Toyota,Camry 2.5L AT,113336,Petrol,Automatic,₹9.34 Lakh,Bangalore
2017,Maruti,Celerio VXI (O),57214,Petrol,Manual,₹4.65 Lakh,Bangalore
2019,KIA,SELTOS GTX PLUS DCT 1.4 PETROL,66007,Petrol,Automatic,₹14.78 Lakh,Bangalore
2022,Hyundai,Creta SX (O) 1.4 TURBO DCT,20634,Petrol,Automatic,₹17.70 Lakh,Bangalore
2023,Mahindra,Thar LX P 2WD AT HT,11796,Petrol,Automatic,₹14.90 Lakh,Bangalore
2016,Maruti,Wagon R 1.0 VXI AMT,23912,Petrol,Automatic,₹4.27 Lakh,Bangalore
2023,Tata,PUNCH CREATIVE AMT 1.2 RTN DUAL TONE,2806,Petrol,Automatic,₹9.56 Lakh,Bangalore
2017,Maruti,OMNI E 8 STR,20461,Petrol,Manual,₹3.26 Lakh,Bangalore
2017,Hyundai,Grand i10 ERA 1.2 KAPPA VTVT,81602,Petrol,Manual,₹4.05 Lakh,Bangalore
2015,Honda,City 1.5L I-VTEC VX CVT,83630,Petrol,Automatic,₹6.51 Lakh,Bangalore
2022,Maruti,S PRESSO VXI+,6410,Petrol,Manual,₹4.86 Lakh,Bangalore
2022,Hyundai,NEW SANTRO SPORTZ MT,19934,Petrol,Manual,₹5.87 Lakh,Bangalore
2013,Hyundai,i20 MAGNA (O) 1.2,80835,Petrol,Manual,₹3.59 Lakh,Bangalore
2018,Maruti,Ciaz DELTA DIESEL 1.3,80245,Diesel,Manual,₹7.01 Lakh,Bangalore
2019,Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,12878,Petrol,Automatic,₹7.22 Lakh,Bangalore
2014,Maruti,Ertiga VXI,92745,Petrol,Manual,₹5.71 Lakh,Bangalore
2020,Hyundai,Creta SX (O) IVT 1.5 PETROL,38702,Petrol,Automatic,₹14.89 Lakh,Bangalore
2014,Volkswagen,Polo HIGHLINE1.2L,37711,Petrol,Manual,₹5.60 Lakh,Bangalore
2017,Hyundai,Elite i20 ASTA 1.2,35728,Petrol,Manual,₹7.30 Lakh,Bangalore
2021,Maruti,IGNIS SIGMA 1.2,39945,Petrol,Manual,₹5.24 Lakh,Bangalore
2013,Maruti,Ertiga VXI,92751,Petrol,Manual,₹6.26 Lakh,Bangalore
2015,Maruti,Swift VXI,69474,Petrol,Manual,₹5.39 Lakh,Bangalore
2018,Hyundai,Verna 1.6 VTVT SX,78703,Petrol,Manual,₹8.54 Lakh,Bangalore
2017,Maruti,Ciaz ALPHA 1.4 PETROL,43129,Petrol,Manual,₹7.06 Lakh,Bangalore
2018,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,26623,Petrol,Manual,₹5.15 Lakh,Bangalore
2019,Hyundai,NEW SANTRO SPORTZ AMT,52278,Petrol,Automatic,₹5.12 Lakh,Bangalore
2015,Hyundai,Xcent S (O) 1.2,71143,Petrol,Manual,₹4.53 Lakh,Bangalore
2017,Maruti,Baleno ALPHA PETROL 1.2,49591,Petrol,Manual,₹7.25 Lakh,Bangalore
2013,Hyundai,Verna FLUIDIC 1.6 CRDI SX,103388,Diesel,Manual,₹4.34 Lakh,Bangalore
2023,Tata,TIAGO NRG XZ AMT,2370,Petrol,Automatic,₹8.09 Lakh,Bangalore
2018,Maruti,Dzire VXI,38445,Petrol,Manual,₹6.82 Lakh,Bangalore
2023,Maruti,Grand Vitara SIGMA SMART HYBRID,20888,Petrol,Manual,₹11.19 Lakh,Bangalore
2022,Maruti,Alto K10 VXI PLUS,13847,Petrol,Manual,₹5.11 Lakh,Bangalore
2016,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,93065,Petrol,Automatic,₹4.71 Lakh,Bangalore
2014,Hyundai,Xcent S 1.2,72810,Petrol,Manual,₹4.09 Lakh,Bangalore
2019,Hyundai,Creta SX AT 1.6 PETROL,6606,Petrol,Automatic,₹12.40 Lakh,Bangalore
2022,Hyundai,VENUE S+ 1.2,33680,Petrol,Manual,₹8.55 Lakh,Bangalore
2023,Tata,TIAGO NRG XZ AMT,7402,Petrol,Automatic,₹7.96 Lakh,Bangalore
2013,Honda,City 1.5L I-VTEC S MT,41334,Petrol,Manual,₹4.73 Lakh,Bangalore
2023,Renault,Kwid RXT 1.0,1994,Petrol,Manual,₹5.92 Lakh,Bangalore
2016,Maruti,Baleno DELTA CVT PETROL 1.2,62524,Petrol,Automatic,₹6.03 Lakh,Bangalore
2016,Skoda,Rapid 1.6 MPI STYLE AT,35390,Petrol,Automatic,₹7.22 Lakh,Bangalore
2017,Renault,Duster RXS CVT,21357,Petrol,Automatic,₹7.30 Lakh,Bangalore
2020,Maruti,Swift ZXI PLUS AMT,38807,Petrol,Automatic,₹7.42 Lakh,Bangalore
2018,Datsun,Redi Go T(O) 1.0 AMT,44972,Petrol,Automatic,₹3.25 Lakh,Bangalore
2015,Maruti,Swift VXI,74874,Petrol,Manual,₹4.84 Lakh,Bangalore
2020,Renault,Kwid RXT 1.0 (O),87693,Petrol,Manual,₹4.23 Lakh,Bangalore
2017,Maruti,Celerio VXI,42178,Petrol,Manual,₹4.43 Lakh,Bangalore
2017,Maruti,Baleno RS 1.0 PETROL,36274,Petrol,Manual,₹6.70 Lakh,Bangalore
2019,Maruti,Baleno ALPHA CVT PETROL 1.2,65568,Petrol,Automatic,₹6.86 Lakh,Bangalore
2015,Hyundai,Eon D-LITE+,71802,Petrol,Manual,₹2.60 Lakh,Bangalore
2014,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,80602,Petrol,Manual,₹4.16 Lakh,Bangalore
2016,Maruti,Ciaz ZXI,68199,Petrol,Manual,₹6.73 Lakh,Bangalore
2016,Maruti,Celerio ZXI AMT (O),39987,Petrol,Automatic,₹4.47 Lakh,Bangalore
2022,Hyundai,NEW I20 SPORTZ 1.2 MT DUAL TONE,38428,Petrol,Manual,₹8.45 Lakh,Bangalore
2015,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,31281,Petrol,Manual,₹4.82 Lakh,Bangalore
2017,Tata,Tiago XZA PETROL,57920,Petrol,Automatic,₹4.61 Lakh,Bangalore
2021,Toyota,Glanza G CVT,28290,Petrol,Automatic,₹8.02 Lakh,Bangalore
2023,Maruti,Ertiga ZXI+ AT SHVS,11016,Petrol,Automatic,₹13.64 Lakh,Bangalore
2016,Maruti,Ciaz ZXI AT,66695,Petrol,Automatic,₹6.29 Lakh,Bangalore
2018,Mahindra,XUV500 W6,80292,Diesel,Manual,₹10.98 Lakh,Bangalore
2015,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,99767,Petrol,Manual,₹4.19 Lakh,Bangalore
2013,Hyundai,Eon ERA +,59056,Petrol,Manual,₹2.72 Lakh,Bangalore
2015,Hyundai,Elite i20 MAGNA 1.2,74832,Petrol,Manual,₹4.96 Lakh,Bangalore
2013,Honda,Amaze 1.5L I-DTEC S,63567,Diesel,Manual,₹3.80 Lakh,Bangalore
2017,Honda,WR-V 1.2L I-VTEC VX MT,46215,Petrol,Manual,₹6.92 Lakh,Bangalore
2020,KIA,SONET GTX PLUS 1.0 IMT,31141,Petrol,Manual,₹11.33 Lakh,Bangalore
2015,Maruti,Ciaz ZXI AT,83683,Petrol,Automatic,₹4.80 Lakh,Bangalore
2023,Mahindra,XUV300 W4 1.2 PETROL,6978,Petrol,Manual,₹9.38 Lakh,Bangalore
2016,Mahindra,TUV300 T8,54242,Diesel,Manual,₹6.67 Lakh,Bangalore
2016,Maruti,Wagon R 1.0 VXI AMT,44237,Petrol,Automatic,₹3.98 Lakh,Bangalore
2014,Volkswagen,Vento HIGHLINE 1.6 MPI,85997,Petrol,Manual,₹5.23 Lakh,Bangalore
2016,Nissan,Micra Active XV,87764,Petrol,Manual,₹3.62 Lakh,Bangalore
2021,Toyota,Glanza G,21442,Petrol,Manual,₹7.98 Lakh,Bangalore
2017,Hyundai,Creta SX PLUS AT 1.6 PETROL,40475,Petrol,Automatic,₹10.25 Lakh,Bangalore
2020,Renault,Kwid CLIMBER 1.0 (O),18244,Petrol,Manual,₹4.60 Lakh,Bangalore
2020,Hyundai,GRAND I10 NIOS MAGNA CORPORATE EDITION 1.2 KAPPA VTVT,9281,Petrol,Manual,₹6.31 Lakh,Bangalore
2016,Maruti,Celerio VXI AMT (O),38929,Petrol,Automatic,₹4.73 Lakh,Bangalore
2016,Honda,Jazz 1.2L I-VTEC VX,62722,Petrol,Manual,₹5.32 Lakh,Bangalore
2018,Maruti,Baleno ALPHA CVT PETROL 1.2,19161,Petrol,Automatic,₹7.39 Lakh,Bangalore
2021,Honda,Jazz 1.2L I-VTEC V CVT,5141,Petrol,Automatic,₹9.22 Lakh,Bangalore
2021,Hyundai,Creta SX 1.5 PETROL,24743,Petrol,Manual,₹14.04 Lakh,Bangalore
2014,Hyundai,Eon ERA +,35510,Petrol,Manual,₹2.85 Lakh,Bangalore
2017,Maruti,Baleno ALPHA CVT PETROL 1.2,22358,Petrol,Automatic,₹7.15 Lakh,Bangalore
2013,Hyundai,Verna FLUIDIC 1.6 VTVT SX,59998,Petrol,Manual,₹4.50 Lakh,Bangalore
2016,Maruti,Wagon R 1.0 VXI,30478,Petrol,Manual,₹4.06 Lakh,Bangalore
2018,Maruti,Ciaz ALPHA 1.4 PETROL,45811,Petrol,Manual,₹7.38 Lakh,Bangalore
2020,Ford,FREESTYLE TITANIUM 1.2 PETROL,77236,Petrol,Manual,₹5.96 Lakh,Bangalore
2019,Maruti,S PRESSO VXI (O),44848,Petrol,Manual,₹4.18 Lakh,Bangalore
2019,Maruti,Celerio ZXI AMT (O),23686,Petrol,Automatic,₹5.34 Lakh,Bangalore
2017,Honda,City 1.5L I-VTEC VX CVT,70058,Petrol,Automatic,₹8.08 Lakh,Bangalore
2018,Ford,Ecosport TITANIUM 1.5L PETROL,36331,Petrol,Manual,₹7.95 Lakh,Bangalore
2023,Maruti,Alto K10 VXI AMT,3136,Petrol,Automatic,₹5.67 Lakh,Bangalore
2016,Maruti,Swift ZXI,14031,Petrol,Manual,₹5.91 Lakh,Bangalore
2015,Maruti,Wagon R 1.0 VXI AMT,38523,Petrol,Automatic,₹4.09 Lakh,Bangalore
2019,Hyundai,Elite i20 SPORTZ PLUS 1.2,62456,Petrol,Manual,₹6.43 Lakh,Bangalore
2020,Maruti,Celerio ZXI AMT (O),15808,Petrol,Automatic,₹6.06 Lakh,Bangalore
2011,Maruti,Alto K10 VXI,74886,Petrol,Manual,₹2.37 Lakh,Bangalore
2013,Maruti,Alto 800 VXI,46661,Petrol,Manual,₹2.95 Lakh,Bangalore
2021,Tata,Harrier XMA 2.0L KRYOTEC,28570,Diesel,Automatic,₹14.74 Lakh,Bangalore
2022,Tata,Harrier XT PLUS 2.0L KRYOTEC,49190,Diesel,Manual,₹17.40 Lakh,Bangalore
2017,Honda,Jazz 1.2L I-VTEC V AT,37652,Petrol,Automatic,₹6.80 Lakh,Bangalore
2021,Mahindra,XUV300 W8 (O) 1.2 PETROL,6528,Petrol,Manual,₹12.24 Lakh,Bangalore
2022,Tata,PUNCH ACCOMPLISHED DAZZLE PACK AMT,3572,Petrol,Automatic,₹8.70 Lakh,Bangalore
2014,Hyundai,Eon MAGNA +,97619,Petrol,Manual,₹2.61 Lakh,Bangalore
2023,Mahindra,XUV300 W8 (O) 1.2 PETROL AMT,5990,Petrol,Automatic,₹13.90 Lakh,Bangalore
2017,Honda,WR-V 1.5L I-DTEC VX MT,56702,Diesel,Manual,₹8.06 Lakh,Bangalore
2012,Hyundai,i10 SPORTZ 1.2,57348,Petrol,Manual,₹3.40 Lakh,Bangalore
2014,Maruti,Swift VXI,75750,Petrol,Manual,₹4.77 Lakh,Bangalore
2014,Renault,Duster 85 PS RXE DIESEL ADVENTURE,90841,Diesel,Manual,₹6.27 Lakh,Bangalore
2019,Mahindra,XUV500 W7 AT,39448,Diesel,Automatic,₹14.08 Lakh,Bangalore
2023,Renault,Kwid CLIMBER AMT 1.0,6308,Petrol,Automatic,₹6.46 Lakh,Bangalore
2016,Maruti,Swift VXI,53462,Petrol,Manual,₹5.81 Lakh,Bangalore
2020,Maruti,S PRESSO VXI PLUS AMT,18106,Petrol,Automatic,₹5.02 Lakh,Bangalore
2019,Maruti,New Wagon-R VXI 1.0 AMT,30598,Petrol,Automatic,₹5.52 Lakh,Bangalore
2019,Maruti,Eeco 5 STR WITH A/C+HTR,24968,Petrol,Manual,₹4.73 Lakh,Bangalore
2015,Honda,Jazz 1.2L I-VTEC SV,99867,Petrol,Manual,₹4.24 Lakh,Bangalore
2016,Maruti,Vitara Brezza ZDI PLUS,60503,Diesel,Manual,₹7.79 Lakh,Bangalore
2015,Maruti,Celerio VXI,46241,Petrol,Manual,₹3.77 Lakh,Bangalore
2022,Toyota,Innova Crysta 2.4 ZX 7 STR,3597,Diesel,Manual,₹27.02 Lakh,Bangalore
2016,Maruti,Ertiga ZDI + SHVS,81649,Diesel,Manual,₹7.76 Lakh,Bangalore
2016,Hyundai,Creta SX PLUS 1.6 PETROL,76040,Petrol,Manual,₹8.16 Lakh,Bangalore
2016,Hyundai,i20 Active 1.4 SX,82644,Diesel,Manual,₹5.99 Lakh,Bangalore
2017,Maruti,Baleno DELTA PETROL 1.2,33972,Petrol,Manual,₹5.97 Lakh,Bangalore
2021,Renault,TRIBER RXZ AMT,16146,Petrol,Automatic,₹7.08 Lakh,Bangalore
2019,KIA,SELTOS GTX AT 1.4 PETROL,41535,Petrol,Automatic,₹11.74 Lakh,Bangalore
2015,Honda,City 1.5L I-VTEC VX,60317,Petrol,Manual,₹6.06 Lakh,Bangalore
2017,Tata,Tiago XT PETROL,67872,Petrol,Manual,₹4.02 Lakh,Bangalore
2017,Renault,Kwid RXL 1.0 AMT,32890,Petrol,Automatic,₹3.52 Lakh,Bangalore
2020,Maruti,IGNIS ZETA 1.2,30628,Petrol,Manual,₹5.68 Lakh,Bangalore
